review,aspects,opinions,aspect_categories,length
屏幕音效61英寸的大屏幕如果是iPhone8以前的47英寸的用户转化过来的会有震撼的感觉立体双音效也很有质感,"屏幕,音效,英寸,大屏幕,英寸,用户,感觉,立体,双,音效,质感",,屏幕,54
拍照效果1200像素的传感器看似不高但实际出片效果很棒再加上夜景模式以及超广角模式超出预期效果,"效果,像素,传感器,实际,出片,效果,夜景,模式,模式,效果","不高,很棒",拍照,47
运行速度有了秒默全的A13加持加上无缩水的4G运存可以说非常流畅了整体性能不用怀疑,"速度,运存,整体,性能",流畅,性能,41
待机时间如果是旧款iPhone升级到11待机时间会有很大惊喜中度使用一天问问题没有以前的那种充电焦虑了,"待机时间,旧款,待机时间,中度,问,问题","很大,惊喜,焦虑",续航,51
其他特色Face ID使用很爽啊快速可靠,特色,很爽,其他,20
最后要说的唯一一点没有配快充祖传五福一安充电速度太慢,"祖传,速度",太慢,性能,26
白色很漂亮双十一买的很优惠快递特别快第三天到的用起来很流畅比8p流畅很多全面屏还得适应刚开始真是不好找不太习惯白色很难抢还好我手速快纠结于黑色和白色后来选择了白色颜值很高推荐推荐,"白色,很漂亮,用,全面,习惯,白色,手速,黑色,白色,白色,颜值","流畅,流畅",外观,89
外形外观真香机系列不多说,"外形,外观,机",,外观,12
屏幕音效比6p好太多,"屏幕,音效",,屏幕,10
拍照效果对焦快还在摸索,效果,,其他,11
运行速度完美无延迟,速度,完美,性能,9
待机时间不玩游戏情况下一天一冲,"待机时间,玩游戏,情况",,续航,15
外形外观很好啊不大不小很适合自己用总之大爱,"外形,外观",,外观,21
屏幕音效也很可以的一直都是这么好听的音质,"屏幕,音效,音质",,屏幕,20
拍照效果非常满意贵有贵的道理,"效果,道理",有贵,其他,14
运行速度快的很不像某些手机慢的不的了还是用苹果手机比较习惯,"速度,手机,苹果,手机,习惯",,性能,29
待机时间这个后面才知道毕竟发布会说的那么好不知道用了会不会待机能久一点,"待机时间,发布会,机能",,续航,35
其他特色从发布会就一直等等了那么久期待的不的了有的人先收到手机还专注看了下评论很多说什么温度高我觉得开机还行吧不像那么夸张还有的其他质量问题一直很担心自己的会不会也有还想想要是有多麻烦现在看来都瞎担心还在犹豫的伙伴可以下单了还是很值这个价钱的,"特色,发布会,手机,评论,温度,开机,质量,问题,伙伴,下单,价钱","麻烦,犹豫",其他,121
发货是真的快外观很好看的紫色特别喜欢裸机手感不错的黑边有点大用习惯就好了这款新苹果价格还是非常亲民的苹果的新系统是真的比安卓流畅太多A13的处理器速度还是非常快的充电一天一冲吧配上18w快充官方没有送需要自己单独购买摄像头拍照效果还是非常清晰的发烫稍微有点烫综合对比还是非常值得购买,"发货,外观,紫色,手感,黑边,有点,习惯,苹果,价格,亲民,苹果,新,系统,比安卓,太多,处理器,速度,官方,摄像头,效果,有点","不错,流畅,清晰","性能,服务,外观,价格,系统,拍照",141
双十一前买的今天下单隔天就到了不得不说京东的物流速度杠杠的苹果11的手感很好经典黑色机身搭配黑色不锈钢材质边框前后盖屏幕都是玻璃非常美观大方得体电池续航能力可以耐用拍照效果非常棒系统顺畅不卡总得来说好评,"下单,京东,物流,速度,杠杠,苹果,手感,经典,黑色,机身,黑色,不锈钢,材质,边框,屏幕,玻璃,美观大方,电池,续航,能力,效果,系统,不卡","得体,耐用,顺畅","性能,服务,续航,系统,屏幕",101
外形外观紫色真的好看收到看了没有明显瑕疵挺幸运的正品是肯定的了,"外形,外观,紫色,瑕疵,正品","明显,幸运",外观,31
屏幕音效屏幕还好吧不够清晰音效真的特别棒两个扬声器听着有点立体,"屏幕,音效,屏幕,音效,有点,立体",清晰,屏幕,31
拍照效果拍照不错特别是夜间模式特别强比前几代iPhone不知强了多少倍,"效果,模式",不错,其他,35
运行速度运行速度很快毕竟是最新的处理器,"速度,速度,处理器",,性能,19
待机时间待机还好吧这和系统版本有关系,"待机时间,待机,系统,版本,关系",,"续航,系统",18
其他特色查过序列号了是正品未激活的很不错一直在京豆买电子产品服务很好,"特色,序列号,正品,豆,电子产品",不错,其他,34
物流快京东买的放心包装完整无破损外观设计线条好看漂亮颜色选的好看拿在手上看着高大上运行速度真快啊待机时间也很长用了一天还剩二格电呢屏幕大反而不费电而且充电速度也很快拍照效果很不错很清楚满意,"物流,京东,外观设计,线条,颜色,速度,待机时间,电,屏幕,费电,速度,效果","完整,漂亮,高大,不错,清楚","性能,服务,外观,续航,屏幕",94
手机很漂亮苹果到底是苹果流畅是安卓比拟不了的过度动画什么的都很流畅续航无敌了玩了大半天才用了一点电可惜11没有配备快充头吐槽一下玻璃材质真的很沾指纹总体开始非常棒,"手机,很漂亮,苹果,苹果,安卓,过度,动画,续航,电,玻璃,材质,指纹,总体","流畅,流畅","外观,续航",81
外形外观看着很漂亮个人很喜欢,"外形,外观,很漂亮,个人",,外观,14
屏幕音效还没用过几天再过来评价,"屏幕,音效,评价",,屏幕,15
拍照效果还没有试过不过我不是很喜欢照相所以不是很差劲就行,"效果,差劲",,其他,28
运行速度一直听说苹果的运行还是挺好的也是第一次用希望有一个好的体验,"速度,苹果,体验",,性能,33
待机时间这个刚拿到还没来得及试,待机时间,,续航,15
其他特色快递不错挺快的京东当天到,"特色,京东",不错,其他,16
苹果手机依旧出色双摄像头对拍照有很大提升屏幕显示很清晰外观很好看待机时间比之前的苹果6S提升太多了惊喜然后这个是送给老婆的礼物她也很喜欢6S也用了两年多还是很流畅所以新手机还是买的苹果128G对一般人应该还是很充足的,"苹果,手机,双,摄像头,屏幕显示,外观,待机时间,苹果,老婆,礼物,苹果","很大,清晰,惊喜,流畅,一般,充足","外观,拍照,屏幕,续航",108
外形外观简洁大方 手感很好,"外形,外观,大方,手感",简洁,外观,13
屏幕音效非常柔和 立体感强,"屏幕,音效,立体感",柔和,屏幕,13
拍照效果拍照超好 很酷很靓,效果,很酷,其他,13
运行速度目前很快 以后再看,速度,,性能,13
待机时间中度一天 电量足够,"待机时间,中度,电量",,续航,13
外形外观外观我觉得还是很好看的的确周围朋友也在吐槽说摄像头太丑了但是我觉得实物还是很不错的,"外形,外观,外观,朋友,摄像头,太丑,实物",不错,"外观,拍照",45
屏幕音效屏幕相比上一代有不错的提升音效g也好一些,"屏幕,音效,屏幕,音效",不错,屏幕,24
拍照效果拍照真的是升级很大首先是夜景模式非常棒也要拍照很清晰还有就是取景范围很广前置摄像头也很不错不过我不喜欢的一点是把正方形取消了helliphelliphelliphellip,"效果,夜景,模式,取景,范围,前置,摄像头,正方形","很大,清晰,不错",拍照,90
运行速度运行速度加快了很多A13真的不是盖的,"速度,速度",,性能,22
待机时间待机时间足够长轻微重度使用一天不是问题,"待机时间,待机时间,重度,问题",,续航,23
其他特色总之这个手机还是可圈可点的我真的超级喜欢这个白色太好看了,"特色,手机,白色",,其他,32
时隔2年之后再用苹果当时还是用的iPhone5无疑iPhone11是此时性价比最好的时候双11优惠也很大京东旗舰店的东西还是有保证的外形中规中矩传承之前的iPhoneX刘海屏幕浴霸型摄像头讨喜音响效果是最好的立体声高保真经常听音乐停不下来拍照效果不错广角夜景运行速度很流畅待机时间长基本一天可以了屏幕色彩很正赏心悦目Ios13的功能毋庸置疑有待发掘总之比较满意,"时隔,苹果,性价比,时候,双,京东,东西,外形,刘海,屏幕,浴霸型,摄像头,音响效果,高保真,音乐,效果,广角,夜景,速度,待机时间,基本,屏幕,色彩,功能","最好,很大,最好,不错,流畅","性能,价格,外观,续航,屏幕,拍照",180
太漂亮啦颜值担当这回是一点也不卡啦很喜欢紫色很漂亮特别清新 干净 值得入手,"太漂亮,颜值,卡,紫色,很漂亮","清新,干净",外观,37
外形外观紫色真的是太美啦糖果色就是冲着这个颜色买了手机 手机屏幕大小也比较合适,"外形,外观,紫色,糖果,颜色,手机,手机,屏幕","太美,合适","外观,屏幕",39
屏幕音效屏幕清晰度蛮好外放音乐的时候感觉音效相当不错,"屏幕,音效,屏幕,清晰度,音乐,时候,感觉,音效",不错,"拍照,屏幕",26
拍照效果苹果的拍照效果真的是没得说啦连晚上拍出来的效果也相当满意不过还没有机会去室外拍夜景,"效果,苹果,效果,效果,机会,夜景",,其他,45
运行速度很棒运行超快联网速度感觉都要好一些对一般人来讲完全够用,"速度,速度,感觉","很棒,一般,完全",性能,31
待机时间如果不是长时间看视频玩游戏的话基本一整天充一次电就够用了,"待机时间,视频,玩游戏,基本,电",,续航,32
外形外观非常满意 没有任何划痕 也没有灰尘,"外形,外观,划痕,灰尘",,外观,21
待机时间待机时间很长,"待机时间,待机时间",,续航,10
其他特色都不错,特色,不错,其他,7
屏幕音效清楚 无杂音,"屏幕,音效,杂音",清楚,屏幕,10
外形外观外观时尚白色很漂亮啊大气用三年不过时,"外形,外观,外观,时尚,白色,很漂亮,大气,时",,外观,22
屏幕音效屏幕不用说了苹果的lcd是顶尖的音效还用说吗 也是顶级的,"屏幕,音效,屏幕,苹果,顶尖,音效,顶级",,屏幕,32
拍照效果拍照支持夜间拍摄像素广角总之拍照很不错,"效果,像素,广角",不错,拍照,23
运行速度A13处理器移动处理器算是最好之一,"速度,处理器,处理器",最好,性能,21
待机时间比xr待机还久 很不错,"待机时间,待机",不错,续航,15
其他特色几年后依旧流畅,特色,流畅,其他,11
外形外观外观刚出的时候觉得很丑看多了也就习惯了,"外形,外观,外观,时候,习惯",,外观,23
屏幕音效屏幕观感很好音效很立体音效很好,"屏幕,音效,屏幕,观感,音效,立体,音效",,屏幕,19
拍照效果拍照也不错所见即所得,效果,不错,其他,14
运行速度运行速度超快没有卡顿很丝滑的感觉,"速度,速度,感觉",,性能,20
待机时间电池挺耐用的不怎么玩手机可以用两天,"待机时间,电池,手机",耐用,续航,21
一直在京东购物生活用品生鲜食品家用电器手机都在京东购买一直信赖京东物流快服务好快递小哥每次都热心送到家这款iphone11价格非常亲民而且双卡双待再也不用背着两个手机了运行速度非常快功能一应俱全内存也大非常实用特别喜欢这款手机屏幕大小也正好总之非常好感谢京东这么好的服务,"京东,购物,生活用品,生鲜食品,家用电器,手机,京东,信赖,京东,物流,小哥,热心,价格,亲民,双卡双,手机,速度,功能,内存,手机,屏幕,京东",正好,"服务,屏幕,性能,价格",135
已使用近一个月时间感觉良好疫情期间京东快递隔天就送达非常满意手机运行流畅王者很顺畅手机信号总是不满格但也不耽误事黑色很不错拍照效果很出众新的电话待机时间近一天没压力总体很满意,"时间,疫情,京东,手机,王者,手机信号,事,黑色,效果,出众,电话,待机时间,压力,总体","流畅,顺畅,不满,不错",续航,87
外形外观xr的升级版手感比上一代更为跟手帮老婆换的顺理成章的把她的X下放了给我,"外形,外观,手感,手,老婆",,外观,39
拍照效果拍照无敌提升巨大与pro相比就少了一个长焦性价比更高,"效果,焦,性价比",巨大,价格,30
运行速度顺畅13不是盖的,速度,顺畅,性能,12
待机时间待机时间明显提升,"待机时间,待机时间",明显,续航,12
